train_loss,train_accuracy,epoch,step
0.6935592889785767,0.453125,0,49
0.6965759992599487,0.421875,0,99
0.6932697296142578,0.484375,0,149
0.6886013150215149,0.609375,0,199
0.6940468549728394,0.4375,0,249
0.6934255957603455,0.515625,0,299
