val_loss,val_accuracy,epoch,step,train_loss,train_accuracy,test_loss,test_accuracy
0.6939983367919922,0.500531792640686,0,1,,,,
0.6931613087654114,0.500531792640686,1,2,,,,
0.6933925151824951,0.49946820735931396,2,3,,,,
0.6937134861946106,0.49946820735931396,3,4,,,,
0.6935206651687622,0.49946820735931396,4,5,,,,
0.693217396736145,0.49946820735931396,5,6,,,,
0.6931233406066895,0.5006913542747498,6,7,,,,
0.693228006362915,0.500531792640686,7,8,,,,
0.6933284997940063,0.500531792640686,8,9,,,,
0.6933009624481201,0.500531792640686,9,10,,,,
0.6931915879249573,0.500531792640686,10,11,,,,
0.6931122541427612,0.49909594655036926,11,12,,,,
0.6931331753730774,0.5044139623641968,12,13,,,,
0.6932110786437988,0.49946820735931396,13,14,,,,
0.6932687759399414,0.49946820735931396,14,15,,,,
0.693246066570282,0.49946820735931396,15,16,,,,
0.6931819915771484,0.49957457184791565,16,17,,,,
0.6931230425834656,0.5043607950210571,17,18,,,,
0.6931076049804688,0.5016486048698425,18,19,,,,
0.6931349635124207,0.5015422105789185,19,20,,,,
0.6931567788124084,0.500531792640686,20,21,,,,
0.6931483745574951,0.500531792640686,21,22,,,,
0.6931259036064148,0.5029780864715576,22,23,,,,
0.6931062936782837,0.5024994611740112,23,24,,,,
0.6931119561195374,0.5040416717529297,24,25,,,,
0.6931371688842773,0.5045202970504761,25,26,,,,
0.6931642889976501,0.5036694407463074,26,27,,,,
0.6931506395339966,0.5047861933708191,27,28,,,,
0.6931291818618774,0.5044671297073364,28,29,,,,
0.6931089758872986,0.5033503770828247,29,30,,,,
0.693101167678833,0.5023398995399475,30,31,,,,
0.6931069493293762,0.4998936355113983,31,32,,,,
0.6931156516075134,0.5017549395561218,32,33,,,,
0.6931127905845642,0.5014890432357788,33,34,,,,
0.6931058764457703,0.5023931264877319,34,35,,,,
0.6930989027023315,0.5032971501350403,35,36,,,,
0.693111002445221,0.5032971501350403,36,37,,,,
0.6931250691413879,0.5042012333869934,37,38,,,,
0.6931232213973999,0.5044671297073364,38,39,,,,
0.6931204795837402,0.5042544007301331,39,40,,,,
0.6931118369102478,0.5032971501350403,40,41,,,,
0.6931055784225464,0.5030844211578369,41,42,,,,
0.6931042075157166,0.5020740032196045,42,43,,,,
0.6931121349334717,0.5025526285171509,43,44,,,,
0.6931110620498657,0.5023398995399475,44,45,,,,
0.6931058764457703,0.5024462938308716,45,46,,,,
0.6931069493293762,0.503190815448761,46,47,,,,
0.6931138634681702,0.5035098791122437,47,48,,,,
,,48,49,0.6930075287818909,0.5036808848381042,,
0.693114161491394,0.5032439827919006,48,49,,,,
0.6931166052818298,0.5032971501350403,49,50,,,,
0.693114161491394,0.5031376481056213,50,51,,,,
0.6931132078170776,0.503722608089447,51,52,,,,
0.6931053400039673,0.5032971501350403,52,53,,,,
0.693107545375824,0.5024462938308716,53,54,,,,
0.6931099891662598,0.5022867321968079,54,55,,,,
0.6931092739105225,0.5024462938308716,55,56,,,,
0.6931087374687195,0.5032971501350403,56,57,,,,
0.6931080222129822,0.5035098791122437,57,58,,,,
0.6931115984916687,0.5036694407463074,58,59,,,,
0.6931150555610657,0.503722608089447,59,60,,,,
0.6931111216545105,0.5036694407463074,60,61,,,,
0.6931127309799194,0.503722608089447,61,62,,,,
0.6931097507476807,0.5033503770828247,62,63,,,,
0.6931116580963135,0.5030844211578369,63,64,,,,
0.6931067705154419,0.5027121901512146,64,65,,,,
0.6931108832359314,0.5031376481056213,65,66,,,,
0.6931061148643494,0.5031376481056213,66,67,,,,
0.6931097507476807,0.5029780864715576,67,68,,,,
0.6931102871894836,0.503722608089447,68,69,,,,
0.6931145191192627,0.5038821697235107,69,70,,,,
0.6931086778640747,0.5037757754325867,70,71,,,,
0.6931092143058777,0.5030312538146973,71,72,,,,
0.6931053996086121,0.5033503770828247,72,73,,,,
0.6931100487709045,0.503190815448761,73,74,,,,
0.6931122541427612,0.5030844211578369,74,75,,,,
0.6931071281433105,0.503190815448761,75,76,,,,
0.6931084990501404,0.503456711769104,76,77,,,,
0.693111777305603,0.5030312538146973,77,78,,,,
0.6931077837944031,0.5034035444259644,78,79,,,,
0.6931077837944031,0.503456711769104,79,80,,,,
0.6931101083755493,0.502924919128418,80,81,,,,
0.6931094527244568,0.5033503770828247,81,82,,,,
0.6931064128875732,0.5032971501350403,82,83,,,,
0.693105161190033,0.5032971501350403,83,84,,,,
0.6931056380271912,0.5033503770828247,84,85,,,,
0.6931085586547852,0.5032439827919006,85,86,,,,
0.6931122541427612,0.5035630464553833,86,87,,,,
0.6931098699569702,0.5028717517852783,87,88,,,,
0.6931085586547852,0.5031376481056213,88,89,,,,
0.6931085586547852,0.5031376481056213,89,90,,,,
0.693111777305603,0.503456711769104,90,91,,,,
0.6931099891662598,0.5031376481056213,91,92,,,,
0.6931101679801941,0.5033503770828247,92,93,,,,
0.6931113004684448,0.5032971501350403,93,94,,,,
0.6931106448173523,0.5031376481056213,94,95,,,,
0.6931107640266418,0.5035630464553833,95,96,,,,
0.6931089758872986,0.5032971501350403,96,97,,,,
0.6931100487709045,0.5032439827919006,97,98,,,,
,,98,99,0.6929829716682434,0.504273533821106,,
0.6931120753288269,0.503456711769104,98,99,,,,
0.6931101083755493,0.503456711769104,99,100,,,,
,,99,101,,,0.693041980266571,0.5043342113494873
