val_loss,val_accuracy,epoch,step
0.6693340539932251,1.0,0,1
0.7035294771194458,0.0,1,2
0.7388156056404114,0.0,2,3
0.7749476432800293,0.0,3,4
0.8114800453186035,0.0,4,5
