val_loss,val_accuracy,epoch,step
0.6933082938194275,0.4996277391910553,0,1
0.6932075023651123,0.5037757754325867,1,2
0.6931440830230713,0.5052648186683655,2,3
0.6930989027023315,0.5036162734031677,3,4
0.6930946111679077,0.503722608089447,4,5
