val_loss,val_accuracy,epoch,step
0.6925140023231506,0.5,0,1
0.6923264861106873,0.5,1,2
0.6933698654174805,0.5,2,3
0.6956056356430054,0.5,3,4
0.6989431977272034,0.5,4,5
