prices,market_caps,total_volumes,label
"[0.57945137 0.59454472 0.5660443  0.5774997  0.56906395 0.56895072
 0.59245491 0.58506623 0.56208301 0.56150412 0.57510918 0.57349514
 0.6475339  0.50776149 0.5120432  0.51725502 0.51850685 0.50954847
 0.53142659 0.56267513 0.59492957 0.62536424 0.59558425 0.61981173]","[0.57020483 0.57859734 0.55683108 0.56848711 0.55981036 0.55970477
 0.5827965  0.574187   0.55432813 0.5487455  0.56479198 0.56307822
 0.63772479 0.49392486 0.49694535 0.50902414 0.49604623 0.51496917
 0.52525625 0.55438372 0.58534525 0.61524822 0.58601643 0.60741296]","[0.14771266 0.16165424 0.14003605 0.13665661 0.13212731 0.12793757
 0.12895851 0.13162913 0.11660851 0.11803482 0.11309587 0.10714039
 0.14416593 0.16524701 0.18132424 0.15390054 0.14461053 0.12461195
 0.11952512 0.12692449 0.13192641 0.10851067 0.10091757 0.12508069]",1
"[0.59454472 0.5660443  0.5774997  0.56906395 0.56895072 0.59245491
 0.58506623 0.56208301 0.56150412 0.57510918 0.57349514 0.6475339
 0.50776149 0.5120432  0.51725502 0.51850685 0.50954847 0.53142659
 0.56267513 0.59492957 0.62536424 0.59558425 0.61981173 0.62328389]","[0.57859734 0.55683108 0.56848711 0.55981036 0.55970477 0.5827965
 0.574187   0.55432813 0.5487455  0.56479198 0.56307822 0.63772479
 0.49392486 0.49694535 0.50902414 0.49604623 0.51496917 0.52525625
 0.55438372 0.58534525 0.61524822 0.58601643 0.60741296 0.61353687]","[0.16165424 0.14003605 0.13665661 0.13212731 0.12793757 0.12895851
 0.13162913 0.11660851 0.11803482 0.11309587 0.10714039 0.14416593
 0.16524701 0.18132424 0.15390054 0.14461053 0.12461195 0.11952512
 0.12692449 0.13192641 0.10851067 0.10091757 0.12508069 0.12797055]",-1
"[0.5660443  0.5774997  0.56906395 0.56895072 0.59245491 0.58506623
 0.56208301 0.56150412 0.57510918 0.57349514 0.6475339  0.50776149
 0.5120432  0.51725502 0.51850685 0.50954847 0.53142659 0.56267513
 0.59492957 0.62536424 0.59558425 0.61981173 0.62328389 0.56821124]","[0.55683108 0.56848711 0.55981036 0.55970477 0.5827965  0.574187
 0.55432813 0.5487455  0.56479198 0.56307822 0.63772479 0.49392486
 0.49694535 0.50902414 0.49604623 0.51496917 0.52525625 0.55438372
 0.58534525 0.61524822 0.58601643 0.60741296 0.61353687 0.55851205]","[0.14003605 0.13665661 0.13212731 0.12793757 0.12895851 0.13162913
 0.11660851 0.11803482 0.11309587 0.10714039 0.14416593 0.16524701
 0.18132424 0.15390054 0.14461053 0.12461195 0.11952512 0.12692449
 0.13192641 0.10851067 0.10091757 0.12508069 0.12797055 0.15471426]",1
"[0.5774997  0.56906395 0.56895072 0.59245491 0.58506623 0.56208301
 0.56150412 0.57510918 0.57349514 0.6475339  0.50776149 0.5120432
 0.51725502 0.51850685 0.50954847 0.53142659 0.56267513 0.59492957
 0.62536424 0.59558425 0.61981173 0.62328389 0.56821124 0.59121915]","[0.56848711 0.55981036 0.55970477 0.5827965  0.574187   0.55432813
 0.5487455  0.56479198 0.56307822 0.63772479 0.49392486 0.49694535
 0.50902414 0.49604623 0.51496917 0.52525625 0.55438372 0.58534525
 0.61524822 0.58601643 0.60741296 0.61353687 0.55851205 0.58175917]","[0.13665661 0.13212731 0.12793757 0.12895851 0.13162913 0.11660851
 0.11803482 0.11309587 0.10714039 0.14416593 0.16524701 0.18132424
 0.15390054 0.14461053 0.12461195 0.11952512 0.12692449 0.13192641
 0.10851067 0.10091757 0.12508069 0.12797055 0.15471426 0.15279332]",-1
"[0.56906395 0.56895072 0.59245491 0.58506623 0.56208301 0.56150412
 0.57510918 0.57349514 0.6475339  0.50776149 0.5120432  0.51725502
 0.51850685 0.50954847 0.53142659 0.56267513 0.59492957 0.62536424
 0.59558425 0.61981173 0.62328389 0.56821124 0.59121915 0.57584413]","[0.55981036 0.55970477 0.5827965  0.574187   0.55432813 0.5487455
 0.56479198 0.56307822 0.63772479 0.49392486 0.49694535 0.50902414
 0.49604623 0.51496917 0.52525625 0.55438372 0.58534525 0.61524822
 0.58601643 0.60741296 0.61353687 0.55851205 0.58175917 0.57734409]","[0.13212731 0.12793757 0.12895851 0.13162913 0.11660851 0.11803482
 0.11309587 0.10714039 0.14416593 0.16524701 0.18132424 0.15390054
 0.14461053 0.12461195 0.11952512 0.12692449 0.13192641 0.10851067
 0.10091757 0.12508069 0.12797055 0.15471426 0.15279332 0.16861452]",-1
"[0.56895072 0.59245491 0.58506623 0.56208301 0.56150412 0.57510918
 0.57349514 0.6475339  0.50776149 0.5120432  0.51725502 0.51850685
 0.50954847 0.53142659 0.56267513 0.59492957 0.62536424 0.59558425
 0.61981173 0.62328389 0.56821124 0.59121915 0.57584413 0.56830977]","[0.55970477 0.5827965  0.574187   0.55432813 0.5487455  0.56479198
 0.56307822 0.63772479 0.49392486 0.49694535 0.50902414 0.49604623
 0.51496917 0.52525625 0.55438372 0.58534525 0.61524822 0.58601643
 0.60741296 0.61353687 0.55851205 0.58175917 0.57734409 0.56427194]","[0.12793757 0.12895851 0.13162913 0.11660851 0.11803482 0.11309587
 0.10714039 0.14416593 0.16524701 0.18132424 0.15390054 0.14461053
 0.12461195 0.11952512 0.12692449 0.13192641 0.10851067 0.10091757
 0.12508069 0.12797055 0.15471426 0.15279332 0.16861452 0.17477508]",1
"[0.59245491 0.58506623 0.56208301 0.56150412 0.57510918 0.57349514
 0.6475339  0.50776149 0.5120432  0.51725502 0.51850685 0.50954847
 0.53142659 0.56267513 0.59492957 0.62536424 0.59558425 0.61981173
 0.62328389 0.56821124 0.59121915 0.57584413 0.56830977 0.57648256]","[0.5827965  0.574187   0.55432813 0.5487455  0.56479198 0.56307822
 0.63772479 0.49392486 0.49694535 0.50902414 0.49604623 0.51496917
 0.52525625 0.55438372 0.58534525 0.61524822 0.58601643 0.60741296
 0.61353687 0.55851205 0.58175917 0.57734409 0.56427194 0.57054864]","[0.12895851 0.13162913 0.11660851 0.11803482 0.11309587 0.10714039
 0.14416593 0.16524701 0.18132424 0.15390054 0.14461053 0.12461195
 0.11952512 0.12692449 0.13192641 0.10851067 0.10091757 0.12508069
 0.12797055 0.15471426 0.15279332 0.16861452 0.17477508 0.18458573]",1
"[0.58506623 0.56208301 0.56150412 0.57510918 0.57349514 0.6475339
 0.50776149 0.5120432  0.51725502 0.51850685 0.50954847 0.53142659
 0.56267513 0.59492957 0.62536424 0.59558425 0.61981173 0.62328389
 0.56821124 0.59121915 0.57584413 0.56830977 0.57648256 0.60346994]","[0.574187   0.55432813 0.5487455  0.56479198 0.56307822 0.63772479
 0.49392486 0.49694535 0.50902414 0.49604623 0.51496917 0.52525625
 0.55438372 0.58534525 0.61524822 0.58601643 0.60741296 0.61353687
 0.55851205 0.58175917 0.57734409 0.56427194 0.57054864 0.59383852]","[0.13162913 0.11660851 0.11803482 0.11309587 0.10714039 0.14416593
 0.16524701 0.18132424 0.15390054 0.14461053 0.12461195 0.11952512
 0.12692449 0.13192641 0.10851067 0.10091757 0.12508069 0.12797055
 0.15471426 0.15279332 0.16861452 0.17477508 0.18458573 0.19815214]",1
"[0.56208301 0.56150412 0.57510918 0.57349514 0.6475339  0.50776149
 0.5120432  0.51725502 0.51850685 0.50954847 0.53142659 0.56267513
 0.59492957 0.62536424 0.59558425 0.61981173 0.62328389 0.56821124
 0.59121915 0.57584413 0.56830977 0.57648256 0.60346994 0.60796473]","[0.55432813 0.5487455  0.56479198 0.56307822 0.63772479 0.49392486
 0.49694535 0.50902414 0.49604623 0.51496917 0.52525625 0.55438372
 0.58534525 0.61524822 0.58601643 0.60741296 0.61353687 0.55851205
 0.58175917 0.57734409 0.56427194 0.57054864 0.59383852 0.60505326]","[0.11660851 0.11803482 0.11309587 0.10714039 0.14416593 0.16524701
 0.18132424 0.15390054 0.14461053 0.12461195 0.11952512 0.12692449
 0.13192641 0.10851067 0.10091757 0.12508069 0.12797055 0.15471426
 0.15279332 0.16861452 0.17477508 0.18458573 0.19815214 0.21422276]",-1
"[0.56150412 0.57510918 0.57349514 0.6475339  0.50776149 0.5120432
 0.51725502 0.51850685 0.50954847 0.53142659 0.56267513 0.59492957
 0.62536424 0.59558425 0.61981173 0.62328389 0.56821124 0.59121915
 0.57584413 0.56830977 0.57648256 0.60346994 0.60796473 0.59736562]","[0.5487455  0.56479198 0.56307822 0.63772479 0.49392486 0.49694535
 0.50902414 0.49604623 0.51496917 0.52525625 0.55438372 0.58534525
 0.61524822 0.58601643 0.60741296 0.61353687 0.55851205 0.58175917
 0.57734409 0.56427194 0.57054864 0.59383852 0.60505326 0.58786481]","[0.11803482 0.11309587 0.10714039 0.14416593 0.16524701 0.18132424
 0.15390054 0.14461053 0.12461195 0.11952512 0.12692449 0.13192641
 0.10851067 0.10091757 0.12508069 0.12797055 0.15471426 0.15279332
 0.16861452 0.17477508 0.18458573 0.19815214 0.21422276 0.23214733]",-1
"[0.57510918 0.57349514 0.6475339  0.50776149 0.5120432  0.51725502
 0.51850685 0.50954847 0.53142659 0.56267513 0.59492957 0.62536424
 0.59558425 0.61981173 0.62328389 0.56821124 0.59121915 0.57584413
 0.56830977 0.57648256 0.60346994 0.60796473 0.59736562 0.59694075]","[0.56479198 0.56307822 0.63772479 0.49392486 0.49694535 0.50902414
 0.49604623 0.51496917 0.52525625 0.55438372 0.58534525 0.61524822
 0.58601643 0.60741296 0.61353687 0.55851205 0.58175917 0.57734409
 0.56427194 0.57054864 0.59383852 0.60505326 0.58786481 0.58454261]","[0.11309587 0.10714039 0.14416593 0.16524701 0.18132424 0.15390054
 0.14461053 0.12461195 0.11952512 0.12692449 0.13192641 0.10851067
 0.10091757 0.12508069 0.12797055 0.15471426 0.15279332 0.16861452
 0.17477508 0.18458573 0.19815214 0.21422276 0.23214733 0.26354677]",-1
"[0.57349514 0.6475339  0.50776149 0.5120432  0.51725502 0.51850685
 0.50954847 0.53142659 0.56267513 0.59492957 0.62536424 0.59558425
 0.61981173 0.62328389 0.56821124 0.59121915 0.57584413 0.56830977
 0.57648256 0.60346994 0.60796473 0.59736562 0.59694075 0.582634  ]","[0.56307822 0.63772479 0.49392486 0.49694535 0.50902414 0.49604623
 0.51496917 0.52525625 0.55438372 0.58534525 0.61524822 0.58601643
 0.60741296 0.61353687 0.55851205 0.58175917 0.57734409 0.56427194
 0.57054864 0.59383852 0.60505326 0.58786481 0.58454261 0.57689865]","[0.10714039 0.14416593 0.16524701 0.18132424 0.15390054 0.14461053
 0.12461195 0.11952512 0.12692449 0.13192641 0.10851067 0.10091757
 0.12508069 0.12797055 0.15471426 0.15279332 0.16861452 0.17477508
 0.18458573 0.19815214 0.21422276 0.23214733 0.26354677 0.2726837 ]",-1
"[0.6475339  0.50776149 0.5120432  0.51725502 0.51850685 0.50954847
 0.53142659 0.56267513 0.59492957 0.62536424 0.59558425 0.61981173
 0.62328389 0.56821124 0.59121915 0.57584413 0.56830977 0.57648256
 0.60346994 0.60796473 0.59736562 0.59694075 0.582634   0.58082637]","[0.63772479 0.49392486 0.49694535 0.50902414 0.49604623 0.51496917
 0.52525625 0.55438372 0.58534525 0.61524822 0.58601643 0.60741296
 0.61353687 0.55851205 0.58175917 0.57734409 0.56427194 0.57054864
 0.59383852 0.60505326 0.58786481 0.58454261 0.57689865 0.57142793]","[0.14416593 0.16524701 0.18132424 0.15390054 0.14461053 0.12461195
 0.11952512 0.12692449 0.13192641 0.10851067 0.10091757 0.12508069
 0.12797055 0.15471426 0.15279332 0.16861452 0.17477508 0.18458573
 0.19815214 0.21422276 0.23214733 0.26354677 0.2726837  0.28181326]",-1
"[0.50776149 0.5120432  0.51725502 0.51850685 0.50954847 0.53142659
 0.56267513 0.59492957 0.62536424 0.59558425 0.61981173 0.62328389
 0.56821124 0.59121915 0.57584413 0.56830977 0.57648256 0.60346994
 0.60796473 0.59736562 0.59694075 0.582634   0.58082637 0.57320172]","[0.49392486 0.49694535 0.50902414 0.49604623 0.51496917 0.52525625
 0.55438372 0.58534525 0.61524822 0.58601643 0.60741296 0.61353687
 0.55851205 0.58175917 0.57734409 0.56427194 0.57054864 0.59383852
 0.60505326 0.58786481 0.58454261 0.57689865 0.57142793 0.57326506]","[0.16524701 0.18132424 0.15390054 0.14461053 0.12461195 0.11952512
 0.12692449 0.13192641 0.10851067 0.10091757 0.12508069 0.12797055
 0.15471426 0.15279332 0.16861452 0.17477508 0.18458573 0.19815214
 0.21422276 0.23214733 0.26354677 0.2726837  0.28181326 0.28367177]",1
"[0.5120432  0.51725502 0.51850685 0.50954847 0.53142659 0.56267513
 0.59492957 0.62536424 0.59558425 0.61981173 0.62328389 0.56821124
 0.59121915 0.57584413 0.56830977 0.57648256 0.60346994 0.60796473
 0.59736562 0.59694075 0.582634   0.58082637 0.57320172 0.58004192]","[0.49694535 0.50902414 0.49604623 0.51496917 0.52525625 0.55438372
 0.58534525 0.61524822 0.58601643 0.60741296 0.61353687 0.55851205
 0.58175917 0.57734409 0.56427194 0.57054864 0.59383852 0.60505326
 0.58786481 0.58454261 0.57689865 0.57142793 0.57326506 0.56821409]","[0.18132424 0.15390054 0.14461053 0.12461195 0.11952512 0.12692449
 0.13192641 0.10851067 0.10091757 0.12508069 0.12797055 0.15471426
 0.15279332 0.16861452 0.17477508 0.18458573 0.19815214 0.21422276
 0.23214733 0.26354677 0.2726837  0.28181326 0.28367177 0.26476085]",-1
"[0.51725502 0.51850685 0.50954847 0.53142659 0.56267513 0.59492957
 0.62536424 0.59558425 0.61981173 0.62328389 0.56821124 0.59121915
 0.57584413 0.56830977 0.57648256 0.60346994 0.60796473 0.59736562
 0.59694075 0.582634   0.58082637 0.57320172 0.58004192 0.57906988]","[0.50902414 0.49604623 0.51496917 0.52525625 0.55438372 0.58534525
 0.61524822 0.58601643 0.60741296 0.61353687 0.55851205 0.58175917
 0.57734409 0.56427194 0.57054864 0.59383852 0.60505326 0.58786481
 0.58454261 0.57689865 0.57142793 0.57326506 0.56821409 0.57733109]","[0.15390054 0.14461053 0.12461195 0.11952512 0.12692449 0.13192641
 0.10851067 0.10091757 0.12508069 0.12797055 0.15471426 0.15279332
 0.16861452 0.17477508 0.18458573 0.19815214 0.21422276 0.23214733
 0.26354677 0.2726837  0.28181326 0.28367177 0.26476085 0.24459941]",-1
"[0.51850685 0.50954847 0.53142659 0.56267513 0.59492957 0.62536424
 0.59558425 0.61981173 0.62328389 0.56821124 0.59121915 0.57584413
 0.56830977 0.57648256 0.60346994 0.60796473 0.59736562 0.59694075
 0.582634   0.58082637 0.57320172 0.58004192 0.57906988 0.57726093]","[0.49604623 0.51496917 0.52525625 0.55438372 0.58534525 0.61524822
 0.58601643 0.60741296 0.61353687 0.55851205 0.58175917 0.57734409
 0.56427194 0.57054864 0.59383852 0.60505326 0.58786481 0.58454261
 0.57689865 0.57142793 0.57326506 0.56821409 0.57733109 0.56818051]","[0.14461053 0.12461195 0.11952512 0.12692449 0.13192641 0.10851067
 0.10091757 0.12508069 0.12797055 0.15471426 0.15279332 0.16861452
 0.17477508 0.18458573 0.19815214 0.21422276 0.23214733 0.26354677
 0.2726837  0.28181326 0.28367177 0.26476085 0.24459941 0.23343827]",-1
"[0.50954847 0.53142659 0.56267513 0.59492957 0.62536424 0.59558425
 0.61981173 0.62328389 0.56821124 0.59121915 0.57584413 0.56830977
 0.57648256 0.60346994 0.60796473 0.59736562 0.59694075 0.582634
 0.58082637 0.57320172 0.58004192 0.57906988 0.57726093 0.55322319]","[0.51496917 0.52525625 0.55438372 0.58534525 0.61524822 0.58601643
 0.60741296 0.61353687 0.55851205 0.58175917 0.57734409 0.56427194
 0.57054864 0.59383852 0.60505326 0.58786481 0.58454261 0.57689865
 0.57142793 0.57326506 0.56821409 0.57733109 0.56818051 0.54620358]","[0.12461195 0.11952512 0.12692449 0.13192641 0.10851067 0.10091757
 0.12508069 0.12797055 0.15471426 0.15279332 0.16861452 0.17477508
 0.18458573 0.19815214 0.21422276 0.23214733 0.26354677 0.2726837
 0.28181326 0.28367177 0.26476085 0.24459941 0.23343827 0.24344509]",1
"[0.53142659 0.56267513 0.59492957 0.62536424 0.59558425 0.61981173
 0.62328389 0.56821124 0.59121915 0.57584413 0.56830977 0.57648256
 0.60346994 0.60796473 0.59736562 0.59694075 0.582634   0.58082637
 0.57320172 0.58004192 0.57906988 0.57726093 0.55322319 0.56829122]","[0.52525625 0.55438372 0.58534525 0.61524822 0.58601643 0.60741296
 0.61353687 0.55851205 0.58175917 0.57734409 0.56427194 0.57054864
 0.59383852 0.60505326 0.58786481 0.58454261 0.57689865 0.57142793
 0.57326506 0.56821409 0.57733109 0.56818051 0.54620358 0.55939243]","[0.11952512 0.12692449 0.13192641 0.10851067 0.10091757 0.12508069
 0.12797055 0.15471426 0.15279332 0.16861452 0.17477508 0.18458573
 0.19815214 0.21422276 0.23214733 0.26354677 0.2726837  0.28181326
 0.28367177 0.26476085 0.24459941 0.23343827 0.24344509 0.23795802]",1
"[0.56267513 0.59492957 0.62536424 0.59558425 0.61981173 0.62328389
 0.56821124 0.59121915 0.57584413 0.56830977 0.57648256 0.60346994
 0.60796473 0.59736562 0.59694075 0.582634   0.58082637 0.57320172
 0.58004192 0.57906988 0.57726093 0.55322319 0.56829122 0.59889855]","[0.55438372 0.58534525 0.61524822 0.58601643 0.60741296 0.61353687
 0.55851205 0.58175917 0.57734409 0.56427194 0.57054864 0.59383852
 0.60505326 0.58786481 0.58454261 0.57689865 0.57142793 0.57326506
 0.56821409 0.57733109 0.56818051 0.54620358 0.55939243 0.58507905]","[0.12692449 0.13192641 0.10851067 0.10091757 0.12508069 0.12797055
 0.15471426 0.15279332 0.16861452 0.17477508 0.18458573 0.19815214
 0.21422276 0.23214733 0.26354677 0.2726837  0.28181326 0.28367177
 0.26476085 0.24459941 0.23343827 0.24344509 0.23795802 0.25653918]",-1
"[0.59492957 0.62536424 0.59558425 0.61981173 0.62328389 0.56821124
 0.59121915 0.57584413 0.56830977 0.57648256 0.60346994 0.60796473
 0.59736562 0.59694075 0.582634   0.58082637 0.57320172 0.58004192
 0.57906988 0.57726093 0.55322319 0.56829122 0.59889855 0.58671325]","[0.58534525 0.61524822 0.58601643 0.60741296 0.61353687 0.55851205
 0.58175917 0.57734409 0.56427194 0.57054864 0.59383852 0.60505326
 0.58786481 0.58454261 0.57689865 0.57142793 0.57326506 0.56821409
 0.57733109 0.56818051 0.54620358 0.55939243 0.58507905 0.57749903]","[0.13192641 0.10851067 0.10091757 0.12508069 0.12797055 0.15471426
 0.15279332 0.16861452 0.17477508 0.18458573 0.19815214 0.21422276
 0.23214733 0.26354677 0.2726837  0.28181326 0.28367177 0.26476085
 0.24459941 0.23343827 0.24344509 0.23795802 0.25653918 0.23019169]",1
"[0.62536424 0.59558425 0.61981173 0.62328389 0.56821124 0.59121915
 0.57584413 0.56830977 0.57648256 0.60346994 0.60796473 0.59736562
 0.59694075 0.582634   0.58082637 0.57320172 0.58004192 0.57906988
 0.57726093 0.55322319 0.56829122 0.59889855 0.58671325 0.59644914]","[0.61524822 0.58601643 0.60741296 0.61353687 0.55851205 0.58175917
 0.57734409 0.56427194 0.57054864 0.59383852 0.60505326 0.58786481
 0.58454261 0.57689865 0.57142793 0.57326506 0.56821409 0.57733109
 0.56818051 0.54620358 0.55939243 0.58507905 0.57749903 0.58667529]","[0.10851067 0.10091757 0.12508069 0.12797055 0.15471426 0.15279332
 0.16861452 0.17477508 0.18458573 0.19815214 0.21422276 0.23214733
 0.26354677 0.2726837  0.28181326 0.28367177 0.26476085 0.24459941
 0.23343827 0.24344509 0.23795802 0.25653918 0.23019169 0.23223491]",-1
"[0.59558425 0.61981173 0.62328389 0.56821124 0.59121915 0.57584413
 0.56830977 0.57648256 0.60346994 0.60796473 0.59736562 0.59694075
 0.582634   0.58082637 0.57320172 0.58004192 0.57906988 0.57726093
 0.55322319 0.56829122 0.59889855 0.58671325 0.59644914 0.58259066]","[0.58601643 0.60741296 0.61353687 0.55851205 0.58175917 0.57734409
 0.56427194 0.57054864 0.59383852 0.60505326 0.58786481 0.58454261
 0.57689865 0.57142793 0.57326506 0.56821409 0.57733109 0.56818051
 0.54620358 0.55939243 0.58507905 0.57749903 0.58667529 0.58026438]","[0.10091757 0.12508069 0.12797055 0.15471426 0.15279332 0.16861452
 0.17477508 0.18458573 0.19815214 0.21422276 0.23214733 0.26354677
 0.2726837  0.28181326 0.28367177 0.26476085 0.24459941 0.23343827
 0.24344509 0.23795802 0.25653918 0.23019169 0.23223491 0.20677139]",-1
"[0.61981173 0.62328389 0.56821124 0.59121915 0.57584413 0.56830977
 0.57648256 0.60346994 0.60796473 0.59736562 0.59694075 0.582634
 0.58082637 0.57320172 0.58004192 0.57906988 0.57726093 0.55322319
 0.56829122 0.59889855 0.58671325 0.59644914 0.58259066 0.57531098]","[0.60741296 0.61353687 0.55851205 0.58175917 0.57734409 0.56427194
 0.57054864 0.59383852 0.60505326 0.58786481 0.58454261 0.57689865
 0.57142793 0.57326506 0.56821409 0.57733109 0.56818051 0.54620358
 0.55939243 0.58507905 0.57749903 0.58667529 0.58026438 0.56598935]","[0.12508069 0.12797055 0.15471426 0.15279332 0.16861452 0.17477508
 0.18458573 0.19815214 0.21422276 0.23214733 0.26354677 0.2726837
 0.28181326 0.28367177 0.26476085 0.24459941 0.23343827 0.24344509
 0.23795802 0.25653918 0.23019169 0.23223491 0.20677139 0.19737134]",-1
"[0.62328389 0.56821124 0.59121915 0.57584413 0.56830977 0.57648256
 0.60346994 0.60796473 0.59736562 0.59694075 0.582634   0.58082637
 0.57320172 0.58004192 0.57906988 0.57726093 0.55322319 0.56829122
 0.59889855 0.58671325 0.59644914 0.58259066 0.57531098 0.55086045]","[0.61353687 0.55851205 0.58175917 0.57734409 0.56427194 0.57054864
 0.59383852 0.60505326 0.58786481 0.58454261 0.57689865 0.57142793
 0.57326506 0.56821409 0.57733109 0.56818051 0.54620358 0.55939243
 0.58507905 0.57749903 0.58667529 0.58026438 0.56598935 0.54813338]","[0.12797055 0.15471426 0.15279332 0.16861452 0.17477508 0.18458573
 0.19815214 0.21422276 0.23214733 0.26354677 0.2726837  0.28181326
 0.28367177 0.26476085 0.24459941 0.23343827 0.24344509 0.23795802
 0.25653918 0.23019169 0.23223491 0.20677139 0.19737134 0.19570361]",1
