val_loss,val_accuracy,epoch,step,train_loss,train_accuracy,test_loss,test_accuracy
0.6932448148727417,0.49946820735931396,0,1,,,,
0.6931385397911072,0.49946820735931396,1,2,,,,
0.6931275725364685,0.49946820735931396,2,3,,,,
0.6931188106536865,0.5004786252975464,3,4,,,,
0.6931255459785461,0.500531792640686,4,5,,,,
0.693138837814331,0.500531792640686,5,6,,,,
0.6931350827217102,0.5022335648536682,6,7,,,,
0.6931359767913818,0.5033503770828247,7,8,,,,
0.6931214332580566,0.5011168122291565,8,9,,,,
0.6931586265563965,0.5005849599838257,9,10,,,,
0.6931424736976624,0.5030312538146973,10,11,,,,
0.6931363940238953,0.5046266913414001,11,12,,,,
0.6931178569793701,0.5027653574943542,12,13,,,,
0.6931248307228088,0.5012763142585754,13,14,,,,
0.6931255459785461,0.5015422105789185,14,15,,,,
0.6931235790252686,0.5012763142585754,15,16,,,,
0.6931169033050537,0.5036694407463074,16,17,,,,
0.6931259036064148,0.5034035444259644,17,18,,,,
0.6931211948394775,0.5041480660438538,18,19,,,,
0.6931113600730896,0.5039353370666504,19,20,,,,
0.6931079030036926,0.5042544007301331,20,21,,,,
0.6931173205375671,0.5031376481056213,21,22,,,,
0.6931037902832031,0.5036694407463074,22,23,,,,
0.6931054592132568,0.5027653574943542,23,24,,,,
0.6931002140045166,0.5028717517852783,24,25,,,,
0.6931055188179016,0.503722608089447,25,26,,,,
0.6931024789810181,0.5036694407463074,26,27,,,,
0.6931031346321106,0.5031376481056213,27,28,,,,
0.6930990219116211,0.5032439827919006,28,29,,,,
0.6931007504463196,0.503190815448761,29,30,,,,
0.6930963397026062,0.5036162734031677,30,31,,,,
0.6930937170982361,0.503722608089447,31,32,,,,
0.6930933594703674,0.503722608089447,32,33,,,,
0.6930930614471436,0.5035098791122437,33,34,,,,
0.6930903196334839,0.5036162734031677,34,35,,,,
0.693094789981842,0.5036162734031677,35,36,,,,
0.6930913329124451,0.5034035444259644,36,37,,,,
0.6930922269821167,0.5035630464553833,37,38,,,,
0.6930913329124451,0.5037757754325867,38,39,,,,
0.6930892467498779,0.5035098791122437,39,40,,,,
0.6930897235870361,0.503722608089447,40,41,,,,
0.6930907964706421,0.503722608089447,41,42,,,,
0.6930938959121704,0.5037757754325867,42,43,,,,
0.693088710308075,0.503722608089447,43,44,,,,
0.6930911540985107,0.5036694407463074,44,45,,,,
0.6930927634239197,0.5037757754325867,45,46,,,,
0.6930912137031555,0.5036694407463074,46,47,,,,
0.6930925250053406,0.5037757754325867,47,48,,,,
,,48,49,0.6929733157157898,0.503718912601471,,
0.6930948495864868,0.503722608089447,48,49,,,,
0.6930968165397644,0.5037757754325867,49,50,,,,
0.693092405796051,0.503722608089447,50,51,,,,
0.6930920481681824,0.5037757754325867,51,52,,,,
0.6930949687957764,0.5038289427757263,52,53,,,,
0.6930962800979614,0.5036162734031677,53,54,,,,
0.6930938363075256,0.503722608089447,54,55,,,,
0.6930952668190002,0.5036162734031677,55,56,,,,
0.6930941343307495,0.5036694407463074,56,57,,,,
0.6930933594703674,0.5038289427757263,57,58,,,,
0.6930923461914062,0.5038289427757263,58,59,,,,
0.6930885910987854,0.503722608089447,59,60,,,,
0.6930893063545227,0.5036694407463074,60,61,,,,
0.6930908560752869,0.503722608089447,61,62,,,,
0.6930906176567078,0.5036694407463074,62,63,,,,
0.693088948726654,0.5036162734031677,63,64,,,,
0.6930890679359436,0.5036162734031677,64,65,,,,
0.693091094493866,0.5037757754325867,65,66,,,,
0.6930888295173645,0.5039353370666504,66,67,,,,
0.6930879354476929,0.5038289427757263,67,68,,,,
0.6930893659591675,0.5037757754325867,68,69,,,,
0.6930890679359436,0.5040416717529297,69,70,,,,
0.6930893659591675,0.5040416717529297,70,71,,,,
0.6930897235870361,0.5038821697235107,71,72,,,,
0.6930840611457825,0.5036694407463074,72,73,,,,
0.6930824518203735,0.5038821697235107,73,74,,,,
0.6930828094482422,0.5038289427757263,74,75,,,,
0.6930856704711914,0.5036694407463074,75,76,,,,
0.6930863261222839,0.5036162734031677,76,77,,,,
0.6930864453315735,0.5036694407463074,77,78,,,,
0.693083643913269,0.5036162734031677,78,79,,,,
0.6930844187736511,0.5038289427757263,79,80,,,,
0.693084180355072,0.5037757754325867,80,81,,,,
0.6930849552154541,0.503722608089447,81,82,,,,
0.6930854320526123,0.5038289427757263,82,83,,,,
0.6930838823318481,0.5038289427757263,83,84,,,,
0.693085253238678,0.5038289427757263,84,85,,,,
0.6930864453315735,0.5038821697235107,85,86,,,,
0.6930847764015198,0.5038289427757263,86,87,,,,
0.6930817365646362,0.5038821697235107,87,88,,,,
0.6930808424949646,0.5038821697235107,88,89,,,,
0.6930814981460571,0.5038289427757263,89,90,,,,
0.6930809617042542,0.5040948987007141,90,91,,,,
0.6930795907974243,0.5042012333869934,91,92,,,,
0.6930791735649109,0.5042544007301331,92,93,,,,
0.6930783987045288,0.5043075680732727,93,94,,,,
0.6930782794952393,0.5042544007301331,94,95,,,,
0.6930779218673706,0.5040948987007141,95,96,,,,
0.6930773258209229,0.5041480660438538,96,97,,,,
0.6930770874023438,0.5043075680732727,97,98,,,,
,,98,99,0.6929919719696045,0.5045318007469177,,
0.6930767297744751,0.5043075680732727,98,99,,,,
0.6930757761001587,0.5043607950210571,99,100,,,,
,,99,101,,,0.6930028796195984,0.5047064423561096
