prices,market_caps,total_volumes
0.4352380375589471,0.42552498661160687,0.285420476749894
0.41787498983543436,0.4053234493765192,0.23053974824617662
0.400327025921273,0.39128047908298846,0.20973366666673487
0.37640956626068167,0.35793933383104903,0.2025993448507769
0.35794373447872463,0.35186451848539146,0.18910212338323062
0.3608903647847672,0.3624909582053486,0.18935400454164752
0.38013464537507247,0.3714904533821759,0.153391936503951
0.40323935050289705,0.39230733139992413,0.17127358210410004
0.37361064147127543,0.36242256762830527,0.15301086646652873
0.36936094547712717,0.36783544843239024,0.14504424903980462
0.2829762918168539,0.2761865231185734,0.1409941942225762
0.3208470875677625,0.3150801375900154,0.15035261775492603
0.3068407690935704,0.30263780711728483,0.143653325624151
0.33963146668345967,0.3253538685715016,0.16209828642055657
0.3050617175209043,0.31653823195718456,0.15578148182026008
0.2969297942943627,0.28991916139236906,0.15944659306842834
0.3056021793470105,0.29999365118686994,0.17292897966301268
0.335903579221946,0.3281772738125768,0.1719757683067944
0.35201132257016,0.34398638051313135,0.15904859420595518
0.5196079442859887,0.5092071167229504,0.21034632835693334
0.520781637354875,0.5096301157761856,0.2382501587703738
0.5295551787632489,0.5236553639760082,0.2401420671115837
0.5705440943462623,0.5584795245429426,0.2633117507853109
0.5668240062071863,0.5548329843716022,0.2724878225361651
0.6126353209261115,0.5816485844924015,0.2916335986229862
0.606400977730889,0.5914561193675434,0.30011088363740246
0.6131216536808264,0.5984488335031903,0.30494877790429786
0.6109699014700931,0.6024763878298103,0.3068573523304977
0.583161378725233,0.5766703477921684,0.2803716317387773
0.5937709056339209,0.5796958864734814,0.30430364773613505
0.6121290472655883,0.5933959182434103,0.30837063356921357
0.6062940122091005,0.5967367665448968,0.299830332477642
0.551078189889112,0.5316286993813932,0.2945129606672786
0.5378185588422362,0.5325735178585846,0.2925110735995
0.565629012512761,0.5559138876420544,0.2818065760016233
0.5736635109723274,0.5616491537043684,0.2787843254804806
0.5435045359121009,0.5339401714673899,0.27196187530817395
0.5413698088104981,0.5287460382778928,0.26788274902706943
0.5231888755979996,0.5121423997695569,0.24903668390780076
0.5242466108186026,0.5131831344946356,0.253416950852169
0.6744926893957057,0.6606432339843886,0.29313981238158415
0.6366926247911016,0.629611668513542,0.31636072699903084
0.5862081069011653,0.5801292266673181,0.2996355274660576
0.533642726267499,0.5061190256194017,0.2700847789016888
0.50857800280356,0.4978500909463808,0.26802796581630917
0.5228269573233195,0.511383903798694,0.2640561105646543
0.526710535743355,0.5258333800882031,0.24432504978520864
0.511512407986447,0.5012343927210505,0.23141475065570372
0.41637186505694235,0.4534927198580565,0.20707700833559095
0.46510582950065515,0.4476911000337358,0.2188049991652794
0.491621480177562,0.4786251102319019,0.22262276686793403
0.49962473104075933,0.48941377847896295,0.21870370798245786
0.5231966841061233,0.5122721939173349,0.21899565736290816
0.5321125027326348,0.5151646662745764,0.22263064233721608
0.5392400020738464,0.5284265937471844,0.23028639470914025
0.5478488149387237,0.5340444059216143,0.23039377857623056
0.5450532593212971,0.5337647748625418,0.23069773336391708
0.5872384343702262,0.5847621288593565,0.23993266123951995
0.538985113744161,0.5411794072184959,0.22701924895970382
0.5772432804826089,0.5693530772063653,0.22315061050884388
0.6176016212954751,0.604989803764699,0.23964366300041684
0.579559080126498,0.5805273509819662,0.22954979149810806
0.5568752573271318,0.5412371949271888,0.23240726942978118
0.5925313085589377,0.580411363065453,0.2336257742445128
0.5973402732501922,0.5851411014858332,0.19596410134563724
0.5878464502175804,0.5738247579352951,0.1690440320312011
0.5536709857775932,0.5423037994643298,0.15526998887300836
0.5897740601966932,0.5815109432701453,0.1485238980789877
0.6114485336421485,0.5990288300313935,0.1325810251698032
0.5783004014495194,0.5787056222379503,0.12257854507642163
0.5736380513597066,0.5496332287266803,0.13139943201153148
0.5581767085109188,0.5499895674618163,0.1253540270589778
0.5649309297829541,0.5416739965607666,0.11783101494453663
0.5843832231188371,0.5812660557705573,0.11052893975146405
0.588359402324568,0.5827429879273227,0.11372426464685503
0.5717091218520549,0.5606138233684366,0.11956015473377835
0.5817264141658898,0.569927936706117,0.12061105970413866
0.5542427295805847,0.5455560440771396,0.0977399180281181
0.5565543686604517,0.5377161975876037,0.10714599021055338
0.568275177262743,0.5492329600907864,0.10491249717744344
0.586193120200444,0.577647249428642,0.09542226186336211
0.5901420537611237,0.5782313072209115,0.10721919827638493
0.5980020296878052,0.5859557884609217,0.09937498925898613
0.5941861003013189,0.5822133941581686,0.09752060046716737
0.6192022177762517,0.6097990515166654,0.10326807568465057
0.6733765278296211,0.6612992350126037,0.12072484319857557
0.5955313298185985,0.5692593639836963,0.11872233892917383
0.6494897811581319,0.6243177042565033,0.1419307413007458
0.5932899403979031,0.5813816713305213,0.12313508094288206
0.6150164119581047,0.6039012063723295,0.13257545951855076
0.6184773266794439,0.6050995308041518,0.1387994093895235
0.6275397797402169,0.6153728416925164,0.1412424662553573
0.5999081690647845,0.5879170981788562,0.13307586492762857
0.5843407434941854,0.5726459236573085,0.1351154067307253
0.5828946121504579,0.5700724313652659,0.1339596799568249
0.5716678164741262,0.5554760927304967,0.14582749975748988
0.5634902743166172,0.5420379507201947,0.16706824972590217
0.5582443330428211,0.5572304216755972,0.19088822074875011
0.5483006296323536,0.5447868288117297,0.19805331532749726
0.4974079788923289,0.4900773826500373,0.19790226626802998
0.5246347120803136,0.5140986912146142,0.2057009884029507
0.462482667173985,0.4438814321504143,0.21558974697361488
0.46544433162363585,0.466013188300094,0.2267523546451612
0.4736659514756276,0.4673465986894172,0.2296396347770614
0.46180469431513416,0.4503298105694089,0.21672758933178116
0.4770895987623929,0.46746708577554497,0.22808237553441335
0.38412666180270527,0.37773958821853704,0.24307420887813358
0.4037756400597443,0.3971489952965124,0.26197617220262315
