val_loss,val_accuracy,epoch,step,train_loss,train_accuracy,test_loss,test_accuracy
0.6935917139053345,0.48730963468551636,0,43,,,,
,,1,49,0.7017011642456055,0.453125,,
0.692864179611206,0.510152280330658,1,87,,,,
,,2,99,0.6910548210144043,0.53125,,
0.6928449273109436,0.5203045606613159,2,131,,,,
,,3,149,0.6958750486373901,0.46875,,
0.6928496956825256,0.5152284502983093,3,175,,,,
,,4,199,0.6929785013198853,0.5625,,
0.6928558945655823,0.5152284502983093,4,219,,,,
,,5,249,0.6918677687644958,0.546875,,
0.6928650736808777,0.5152284502983093,5,263,,,,
,,6,299,0.6931126713752747,0.515625,,
0.6928752064704895,0.5152284502983093,6,307,,,,
,,7,349,0.698326826095581,0.40625,,
0.6928857564926147,0.5152284502983093,7,351,,,,
0.6928962469100952,0.5152284502983093,8,395,,,,
,,9,399,0.6928055286407471,0.546875,,
0.6929068565368652,0.5126903653144836,9,439,,,,
,,10,449,0.6925362348556519,0.546875,,
0.6929174661636353,0.5126903653144836,10,483,,,,
,,11,499,0.6954299807548523,0.421875,,
0.6929284334182739,0.5126903653144836,11,527,,,,
,,12,549,0.6946392059326172,0.34375,,
0.6929398775100708,0.5126903653144836,12,571,,,,
,,13,599,0.6960251331329346,0.390625,,
0.6929522156715393,0.510152280330658,13,615,,,,
,,14,649,0.6964725255966187,0.4375,,
0.6929653286933899,0.510152280330658,14,659,,,,
,,15,699,0.6889798045158386,0.609375,,
0.6929799914360046,0.5126903653144836,15,703,,,,
0.6929963231086731,0.5126903653144836,16,747,,,,
,,17,749,0.6950386762619019,0.4375,,
0.6930146217346191,0.5126903653144836,17,791,,,,
,,18,799,0.6923045516014099,0.625,,
0.6930350065231323,0.5126903653144836,18,835,,,,
,,19,849,0.6931760311126709,0.515625,,
0.6930578351020813,0.5126903653144836,19,879,,,,
,,20,899,0.6932234764099121,0.484375,,
0.6930831670761108,0.5126903653144836,20,923,,,,
,,21,949,0.6935549974441528,0.515625,,
0.6931113004684448,0.5126903653144836,21,967,,,,
,,22,999,0.6903396844863892,0.578125,,
0.6931421160697937,0.5126903653144836,22,1011,,,,
,,23,1049,0.6938214898109436,0.453125,,
0.6931755542755127,0.5126903653144836,23,1055,,,,
,,24,1099,0.70667964220047,0.1666666716337204,,
0.6932117342948914,0.5126903653144836,24,1099,,,,
0.6932501792907715,0.5126903653144836,25,1143,,,,
,,26,1149,0.6946938633918762,0.546875,,
0.6932910084724426,0.5126903653144836,26,1187,,,,
,,27,1199,0.6929662823677063,0.515625,,
0.6933337450027466,0.5126903653144836,27,1231,,,,
,,28,1249,0.6915953755378723,0.59375,,
0.6933779716491699,0.5126903653144836,28,1275,,,,
,,29,1299,0.6919900178909302,0.5,,
0.6934236884117126,0.5126903653144836,29,1319,,,,
,,30,1349,0.6915242671966553,0.546875,,
0.6934701204299927,0.5126903653144836,30,1363,,,,
,,31,1399,0.6911084055900574,0.515625,,
0.6935171484947205,0.5126903653144836,31,1407,,,,
,,32,1449,0.6933669447898865,0.421875,,
0.6935644149780273,0.5126903653144836,32,1451,,,,
0.6936115026473999,0.5126903653144836,33,1495,,,,
,,34,1499,0.6931192278862,0.4375,,
0.6936582922935486,0.510152280330658,34,1539,,,,
,,35,1549,0.6942380666732788,0.484375,,
0.6937043070793152,0.5126903653144836,35,1583,,,,
,,36,1599,0.6927167177200317,0.40625,,
0.6937494277954102,0.5279187560081482,36,1627,,,,
,,37,1649,0.6923220753669739,0.4375,,
0.6937932968139648,0.510152280330658,37,1671,,,,
,,38,1699,0.7000651955604553,0.359375,,
0.6938358545303345,0.4974619150161743,38,1715,,,,
,,39,1749,0.6976783871650696,0.453125,,
0.693877100944519,0.5,39,1759,,,,
,,40,1799,0.6882230639457703,0.59375,,
0.6939167976379395,0.5177664756774902,40,1803,,,,
0.6939547657966614,0.494923859834671,41,1847,,,,
,,42,1849,0.6981301307678223,0.484375,,
0.6939911246299744,0.49238577485084534,42,1891,,,,
,,43,1899,0.6899124979972839,0.484375,,
0.6940258145332336,0.4974619150161743,43,1935,,,,
,,44,1949,0.6942428946495056,0.46875,,
0.6940587759017944,0.494923859834671,44,1979,,,,
,,45,1999,0.6939125061035156,0.484375,,
0.6940900683403015,0.49238577485084534,45,2023,,,,
,,46,2049,0.6957018375396729,0.421875,,
0.694119930267334,0.4974619150161743,46,2067,,,,
,,47,2099,0.6912046074867249,0.5625,,
0.6941479444503784,0.494923859834671,47,2111,,,,
,,48,2149,0.6916245818138123,0.546875,,
0.6941745281219482,0.49238577485084534,48,2155,,,,
,,49,2199,0.7032138705253601,0.5,,
0.6941996216773987,0.5025380849838257,49,2199,,,,
0.694223165512085,0.5025380849838257,50,2243,,,,
,,51,2249,0.700378954410553,0.390625,,
0.6942453384399414,0.5,51,2287,,,,
,,52,2299,0.6917189955711365,0.546875,,
0.6942662000656128,0.494923859834671,52,2331,,,,
,,53,2349,0.6901130080223083,0.515625,,
0.6942859292030334,0.48730963468551636,53,2375,,,,
,,54,2399,0.6894277334213257,0.59375,,
0.6943042874336243,0.5025380849838257,54,2419,,,,
,,55,2449,0.6912171244621277,0.5,,
0.6943214535713196,0.5025380849838257,55,2463,,,,
,,56,2499,0.6897681355476379,0.625,,
0.6943377256393433,0.5050761699676514,56,2507,,,,
,,57,2549,0.6900063753128052,0.5625,,
0.6943528056144714,0.5050761699676514,57,2551,,,,
0.6943670511245728,0.5152284502983093,58,2595,,,,
,,59,2599,0.6938644051551819,0.515625,,
0.6943804621696472,0.5050761699676514,59,2639,,,,
,,60,2649,0.6942877769470215,0.53125,,
0.6943929195404053,0.5076141953468323,60,2683,,,,
,,61,2699,0.6931810975074768,0.46875,,
0.694404661655426,0.5152284502983093,61,2727,,,,
,,62,2749,0.6937086582183838,0.421875,,
0.6944155693054199,0.510152280330658,62,2771,,,,
,,63,2799,0.701357364654541,0.484375,,
0.6944257616996765,0.510152280330658,63,2815,,,,
,,64,2849,0.6976986527442932,0.421875,,
0.6944354772567749,0.5126903653144836,64,2859,,,,
,,65,2899,0.6886818408966064,0.53125,,
0.6944445371627808,0.5152284502983093,65,2903,,,,
0.6944530606269836,0.5152284502983093,66,2947,,,,
,,67,2949,0.6989803314208984,0.453125,,
0.694460928440094,0.510152280330658,67,2991,,,,
,,68,2999,0.6901497840881348,0.484375,,
0.6944683790206909,0.510152280330658,68,3035,,,,
,,69,3049,0.6944191455841064,0.484375,,
0.6944753527641296,0.5177664756774902,69,3079,,,,
,,70,3099,0.6945008635520935,0.453125,,
0.6944818496704102,0.5126903653144836,70,3123,,,,
,,71,3149,0.6963419318199158,0.46875,,
0.6944880485534668,0.5076141953468323,71,3167,,,,
,,72,3199,0.6917372941970825,0.515625,,
0.6944939494132996,0.510152280330658,72,3211,,,,
,,73,3249,0.6911081075668335,0.515625,,
0.6944993734359741,0.5076141953468323,73,3255,,,,
,,74,3299,0.7016776204109192,0.6666666865348816,,
0.6945045590400696,0.5050761699676514,74,3299,,,,
0.6945094466209412,0.5050761699676514,75,3343,,,,
,,76,3349,0.7015699744224548,0.375,,
0.6945140957832336,0.5050761699676514,76,3387,,,,
,,77,3399,0.6914023160934448,0.546875,,
0.6945183277130127,0.5,77,3431,,,,
,,78,3449,0.6899919509887695,0.515625,,
0.6945224404335022,0.49238577485084534,78,3475,,,,
,,79,3499,0.6889060139656067,0.59375,,
0.6945263147354126,0.48984771966934204,79,3519,,,,
,,80,3549,0.6911448240280151,0.546875,,
0.6945300698280334,0.48984771966934204,80,3563,,,,
,,81,3599,0.6892821788787842,0.5625,,
0.6945335268974304,0.48984771966934204,81,3607,,,,
,,82,3649,0.6892082691192627,0.6875,,
0.6945368647575378,0.48984771966934204,82,3651,,,,
0.6945399641990662,0.49238577485084534,83,3695,,,,
,,84,3699,0.6940290331840515,0.484375,,
0.6945430636405945,0.494923859834671,84,3739,,,,
,,85,3749,0.6942613124847412,0.515625,,
0.6945458650588989,0.49238577485084534,85,3783,,,,
,,86,3799,0.6932894587516785,0.46875,,
0.6945487260818481,0.48984771966934204,86,3827,,,,
,,87,3849,0.6939011216163635,0.421875,,
0.6945512890815735,0.48477157950401306,87,3871,,,,
,,88,3899,0.7016217112541199,0.484375,,
0.694553792476654,0.48477157950401306,88,3915,,,,
,,89,3949,0.6975027322769165,0.5,,
0.6945562958717346,0.48477157950401306,89,3959,,,,
,,90,3999,0.688767671585083,0.5,,
0.6945585608482361,0.48477157950401306,90,4003,,,,
0.6945608854293823,0.48477157950401306,91,4047,,,,
,,92,4049,0.6993129849433899,0.46875,,
0.694563090801239,0.48477157950401306,92,4091,,,,
,,93,4099,0.6902750134468079,0.484375,,
0.6945651173591614,0.4822334945201874,93,4135,,,,
,,94,4149,0.6944983601570129,0.5,,
0.6945672035217285,0.4822334945201874,94,4179,,,,
,,95,4199,0.6945691108703613,0.453125,,
0.6945690512657166,0.48477157950401306,95,4223,,,,
,,96,4249,0.6964601278305054,0.46875,,
0.6945710778236389,0.48477157950401306,96,4267,,,,
,,97,4299,0.6918334364891052,0.46875,,
0.694572925567627,0.48477157950401306,97,4311,,,,
,,98,4349,0.6911039352416992,0.53125,,
0.6945748329162598,0.48477157950401306,98,4355,,,,
,,99,4399,0.70134037733078,0.6666666865348816,,
0.694576621055603,0.48477157950401306,99,4399,,,,
,,99,4400,,,0.6940471529960632,0.48984771966934204
