train_loss,train_accuracy,epoch,step,val_loss,val_accuracy
0.6927945613861084,0.5625,0,49,,
0.698976993560791,0.46875,0,99,,
0.6953791379928589,0.484375,0,149,,
0.6879493594169617,0.609375,0,199,,
0.692947506904602,0.546875,0,249,,
0.6928742527961731,0.53125,0,299,,
0.6928530335426331,0.515625,0,349,,
0.6933174729347229,0.59375,0,399,,
0.6939194202423096,0.46875,0,449,,
0.6992772221565247,0.421875,0,499,,
0.6935780048370361,0.46875,0,549,,
0.6879003047943115,0.5625,0,599,,
0.6926970481872559,0.53125,0,649,,
0.6895818710327148,0.59375,0,699,,
0.6926823854446411,0.515625,0,749,,
0.6923971176147461,0.578125,0,799,,
0.6984255909919739,0.421875,0,849,,
0.6983718872070312,0.4375,0,899,,
0.6915677785873413,0.546875,0,949,,
0.6944535374641418,0.46875,0,999,,
0.6911879181861877,0.5625,0,1049,,
0.6903581619262695,0.578125,0,1099,,
0.6921907663345337,0.546875,0,1149,,
0.6933640241622925,0.484375,0,1199,,
0.6916719675064087,0.546875,0,1249,,
0.6901325583457947,0.578125,0,1299,,
0.694236159324646,0.46875,0,1349,,
0.69394451379776,0.484375,0,1399,,
0.6918848752975464,0.546875,0,1449,,
0.6912387013435364,0.59375,0,1499,,
0.6927911043167114,0.53125,0,1549,,
0.6924352049827576,0.546875,0,1599,,
0.6941491365432739,0.4375,0,1649,,
0.691676139831543,0.53125,0,1699,,
0.6937770247459412,0.484375,0,1749,,
0.6898435354232788,0.609375,0,1799,,
0.6881341338157654,0.578125,0,1849,,
0.692291796207428,0.53125,0,1899,,
0.6933031678199768,0.515625,0,1949,,
0.69350665807724,0.4375,0,1999,,
0.6933740377426147,0.484375,0,2049,,
,,0,2057,0.6931662559509277,0.5029780864715576
0.6943376660346985,0.453125,1,2099,,
0.6934827566146851,0.484375,1,2149,,
0.6927071213722229,0.53125,1,2199,,
0.6938762068748474,0.46875,1,2249,,
0.6917595863342285,0.578125,1,2299,,
0.6938304901123047,0.46875,1,2349,,
0.6941567063331604,0.40625,1,2399,,
0.6926995515823364,0.53125,1,2449,,
0.692732036113739,0.53125,1,2499,,
0.6934735774993896,0.53125,1,2549,,
0.6931264996528625,0.546875,1,2599,,
0.6922641396522522,0.515625,1,2649,,
0.6935359239578247,0.46875,1,2699,,
0.6925544738769531,0.515625,1,2749,,
0.6926422119140625,0.53125,1,2799,,
0.6950420141220093,0.4375,1,2849,,
0.6946572065353394,0.453125,1,2899,,
0.6897228360176086,0.59375,1,2949,,
0.6940436959266663,0.421875,1,2999,,
0.6933491826057434,0.5,1,3049,,
0.6933088898658752,0.53125,1,3099,,
0.6937576532363892,0.421875,1,3149,,
0.6930270791053772,0.5,1,3199,,
0.6926765441894531,0.515625,1,3249,,
0.6932050585746765,0.515625,1,3299,,
0.6935071349143982,0.453125,1,3349,,
0.6929414868354797,0.546875,1,3399,,
0.6927497386932373,0.515625,1,3449,,
0.6935911178588867,0.484375,1,3499,,
0.6909419298171997,0.578125,1,3549,,
0.6954782605171204,0.375,1,3599,,
0.6928249597549438,0.546875,1,3649,,
0.6927464604377747,0.578125,1,3699,,
0.6929240822792053,0.515625,1,3749,,
0.6937839388847351,0.421875,1,3799,,
0.6936553716659546,0.46875,1,3849,,
0.691978394985199,0.53125,1,3899,,
0.695857048034668,0.40625,1,3949,,
0.6950660347938538,0.359375,1,3999,,
0.6922376155853271,0.65625,1,4049,,
0.6930772662162781,0.5,1,4099,,
,,1,4114,0.6931307911872864,0.5029780864715576
0.6918393969535828,0.5625,2,4149,,
0.6932392716407776,0.5,2,4199,,
0.6930640339851379,0.515625,2,4249,,
0.6920120716094971,0.578125,2,4299,,
0.6944124102592468,0.4375,2,4349,,
0.6919175386428833,0.578125,2,4399,,
0.6934202909469604,0.46875,2,4449,,
0.6931701302528381,0.5,2,4499,,
0.6931145787239075,0.5,2,4549,,
0.6921965479850769,0.59375,2,4599,,
0.6929790377616882,0.546875,2,4649,,
0.6923962831497192,0.546875,2,4699,,
0.6936793923377991,0.46875,2,4749,,
0.6934358477592468,0.46875,2,4799,,
0.692786455154419,0.53125,2,4849,,
0.6936517357826233,0.453125,2,4899,,
0.6922022104263306,0.515625,2,4949,,
0.691713273525238,0.578125,2,4999,,
0.691966712474823,0.53125,2,5049,,
