train_loss,train_accuracy,epoch,step,val_loss,val_accuracy,test_loss,test_accuracy
0.6932095885276794,0.515625,0,49,,,,
0.6927237510681152,0.515625,0,99,,,,
0.6990861892700195,0.421875,0,149,,,,
0.6926066875457764,0.515625,0,199,,,,
0.6943175792694092,0.421875,0,249,,,,
0.6930997967720032,0.53125,0,299,,,,
0.6883432269096375,0.5625,0,349,,,,
0.6937730312347412,0.5,0,399,,,,
0.6937189698219299,0.484375,0,449,,,,
0.6898283958435059,0.5625,0,499,,,,
0.6941301226615906,0.453125,0,549,,,,
0.692520797252655,0.546875,0,599,,,,
0.6854286193847656,0.59375,0,649,,,,
0.6928318738937378,0.515625,0,699,,,,
0.7008542418479919,0.421875,0,749,,,,
0.6951671838760376,0.46875,0,799,,,,
0.694141149520874,0.453125,0,849,,,,
0.6929193735122681,0.515625,0,899,,,,
0.6960426568984985,0.453125,0,949,,,,
0.6958970427513123,0.421875,0,999,,,,
0.6949782371520996,0.453125,0,1049,,,,
0.6940918564796448,0.421875,0,1099,,,,
0.6972081661224365,0.375,0,1149,,,,
0.6928339600563049,0.515625,0,1199,,,,
0.6937975287437439,0.46875,0,1249,,,,
0.6928387880325317,0.59375,0,1299,,,,
0.6969375610351562,0.390625,0,1349,,,,
0.6923142075538635,0.5625,0,1399,,,,
0.6930626630783081,0.453125,0,1449,,,,
0.6935990452766418,0.5,0,1499,,,,
0.6914796233177185,0.5625,0,1549,,,,
0.694040834903717,0.34375,0,1599,,,,
0.6926116943359375,0.53125,0,1649,,,,
0.689914882183075,0.59375,0,1699,,,,
0.6935538053512573,0.4375,0,1749,,,,
0.6941028833389282,0.40625,0,1799,,,,
0.6853662133216858,0.65625,0,1849,,,,
0.6954489350318909,0.484375,0,1899,,,,
0.6946672797203064,0.46875,0,1949,,,,
0.6909900903701782,0.5625,0,1999,,,,
0.6924993395805359,0.53125,0,2049,,,,
,,0,2057,0.6932670474052429,0.49526697397232056,,
0.6973205804824829,0.453125,1,2099,,,,
0.6922866702079773,0.53125,1,2149,,,,
0.6940300464630127,0.46875,1,2199,,,,
0.6923631429672241,0.578125,1,2249,,,,
0.692021369934082,0.53125,1,2299,,,,
0.6925828456878662,0.53125,1,2349,,,,
0.6934354901313782,0.4375,1,2399,,,,
0.6926482319831848,0.578125,1,2449,,,,
0.6927068829536438,0.53125,1,2499,,,,
0.6910932660102844,0.546875,1,2549,,,,
0.6933950781822205,0.53125,1,2599,,,,
0.6935108304023743,0.421875,1,2649,,,,
0.6932708024978638,0.5,1,2699,,,,
0.6919631361961365,0.578125,1,2749,,,,
0.6924705505371094,0.546875,1,2799,,,,
0.6910340189933777,0.515625,1,2849,,,,
0.6915112137794495,0.546875,1,2899,,,,
0.6918846368789673,0.59375,1,2949,,,,
0.6937277317047119,0.4375,1,2999,,,,
0.6929977536201477,0.5625,1,3049,,,,
0.6936293840408325,0.4375,1,3099,,,,
0.6941666007041931,0.5,1,3149,,,,
0.6946714520454407,0.40625,1,3199,,,,
0.6933167576789856,0.5,1,3249,,,,
0.6923909187316895,0.515625,1,3299,,,,
0.6941342949867249,0.4375,1,3349,,,,
0.6923373341560364,0.5625,1,3399,,,,
0.6928278803825378,0.484375,1,3449,,,,
0.6935499310493469,0.515625,1,3499,,,,
0.6937723159790039,0.484375,1,3549,,,,
0.6970395445823669,0.375,1,3599,,,,
0.6925177574157715,0.515625,1,3649,,,,
0.6929481625556946,0.515625,1,3699,,,,
0.6916313171386719,0.5625,1,3749,,,,
0.6922059655189514,0.5625,1,3799,,,,
0.6931087970733643,0.5,1,3849,,,,
0.6928221583366394,0.5,1,3899,,,,
0.6912702322006226,0.53125,1,3949,,,,
0.6922611594200134,0.546875,1,3999,,,,
0.6908693313598633,0.625,1,4049,,,,
0.6948552131652832,0.453125,1,4099,,,,
,,1,4114,0.6933027505874634,0.49526697397232056,,
0.693085789680481,0.53125,2,4149,,,,
0.6938619017601013,0.421875,2,4199,,,,
0.6946398615837097,0.453125,2,4249,,,,
0.6928465962409973,0.484375,2,4299,,,,
0.6895716190338135,0.609375,2,4349,,,,
0.6946490406990051,0.46875,2,4399,,,,
0.6971839666366577,0.34375,2,4449,,,,
0.6934025883674622,0.46875,2,4499,,,,
0.6928366422653198,0.5,2,4549,,,,
0.6964704394340515,0.421875,2,4599,,,,
0.6948254704475403,0.453125,2,4649,,,,
0.6926217079162598,0.453125,2,4699,,,,
0.6921135187149048,0.578125,2,4749,,,,
0.6933920979499817,0.5,2,4799,,,,
0.6925618648529053,0.515625,2,4849,,,,
0.6928650736808777,0.484375,2,4899,,,,
0.6939062476158142,0.453125,2,4949,,,,
0.692684531211853,0.515625,2,4999,,,,
0.6924878358840942,0.484375,2,5049,,,,
0.6934096813201904,0.484375,2,5099,,,,
0.6939656138420105,0.453125,2,5149,,,,
0.6931297779083252,0.53125,2,5199,,,,
0.6927480697631836,0.515625,2,5249,,,,
0.6940430998802185,0.484375,2,5299,,,,
0.6937049031257629,0.484375,2,5349,,,,
0.6944625973701477,0.390625,2,5399,,,,
0.6946988701820374,0.4375,2,5449,,,,
0.693547785282135,0.46875,2,5499,,,,
0.6899389624595642,0.609375,2,5549,,,,
0.6912932395935059,0.578125,2,5599,,,,
0.6922742128372192,0.53125,2,5649,,,,
0.694166362285614,0.375,2,5699,,,,
0.6922551393508911,0.546875,2,5749,,,,
0.6941559314727783,0.4375,2,5799,,,,
0.6941213011741638,0.453125,2,5849,,,,
0.6924352645874023,0.515625,2,5899,,,,
0.6913537979125977,0.5625,2,5949,,,,
0.6988956332206726,0.484375,2,5999,,,,
0.6989423632621765,0.40625,2,6049,,,,
0.6945281028747559,0.40625,2,6099,,,,
0.6946726441383362,0.46875,2,6149,,,,
,,2,6171,0.6932884454727173,0.49526697397232056,,
0.6921693682670593,0.53125,3,6199,,,,
0.6936690211296082,0.5,3,6249,,,,
0.6917219161987305,0.578125,3,6299,,,,
0.6920059323310852,0.578125,3,6349,,,,
0.6924089193344116,0.53125,3,6399,,,,
0.6927077174186707,0.484375,3,6449,,,,
0.6905435919761658,0.609375,3,6499,,,,
0.6927177309989929,0.5625,3,6549,,,,
0.696194052696228,0.34375,3,6599,,,,
0.6930444240570068,0.515625,3,6649,,,,
0.6932905316352844,0.46875,3,6699,,,,
0.692994236946106,0.5,3,6749,,,,
0.6931642293930054,0.5,3,6799,,,,
0.6924096345901489,0.546875,3,6849,,,,
0.6923137903213501,0.546875,3,6899,,,,
0.6949080228805542,0.46875,3,6949,,,,
0.6928070783615112,0.484375,3,6999,,,,
0.6943936347961426,0.484375,3,7049,,,,
0.6954027414321899,0.515625,3,7099,,,,
0.692700982093811,0.5625,3,7149,,,,
0.6917924880981445,0.578125,3,7199,,,,
0.6939968466758728,0.46875,3,7249,,,,
0.6910335421562195,0.546875,3,7299,,,,
0.6943347454071045,0.453125,3,7349,,,,
0.6926472783088684,0.515625,3,7399,,,,
0.6928536891937256,0.515625,3,7449,,,,
0.6929106712341309,0.484375,3,7499,,,,
0.690392792224884,0.640625,3,7549,,,,
0.6920769214630127,0.5,3,7599,,,,
0.6910696029663086,0.609375,3,7649,,,,
0.6914528608322144,0.578125,3,7699,,,,
0.6938819885253906,0.484375,3,7749,,,,
0.6937012672424316,0.5,3,7799,,,,
0.6936618089675903,0.484375,3,7849,,,,
0.6931744813919067,0.5,3,7899,,,,
0.6921711564064026,0.546875,3,7949,,,,
0.6930674910545349,0.484375,3,7999,,,,
0.6911286115646362,0.484375,3,8049,,,,
0.6932528614997864,0.46875,3,8099,,,,
0.6933919787406921,0.484375,3,8149,,,,
0.6952776908874512,0.421875,3,8199,,,,
,,3,8228,0.6932626366615295,0.49526697397232056,,
0.6929430961608887,0.46875,4,8249,,,,
0.6927953958511353,0.53125,4,8299,,,,
0.6935216188430786,0.5,4,8349,,,,
0.6915844678878784,0.578125,4,8399,,,,
0.6914258003234863,0.59375,4,8449,,,,
0.6894319653511047,0.59375,4,8499,,,,
0.695142388343811,0.421875,4,8549,,,,
0.693228542804718,0.484375,4,8599,,,,
0.6922789812088013,0.578125,4,8649,,,,
0.6932833194732666,0.484375,4,8699,,,,
0.6965165734291077,0.40625,4,8749,,,,
0.6925650238990784,0.515625,4,8799,,,,
0.6941357851028442,0.484375,4,8849,,,,
0.6916362047195435,0.53125,4,8899,,,,
0.6946231722831726,0.484375,4,8949,,,,
0.692960262298584,0.515625,4,8999,,,,
0.6895619034767151,0.46875,4,9049,,,,
0.6948957443237305,0.453125,4,9099,,,,
0.6928342580795288,0.484375,4,9149,,,,
0.6924413442611694,0.515625,4,9199,,,,
0.6916630864143372,0.59375,4,9249,,,,
0.691900908946991,0.59375,4,9299,,,,
0.6954135298728943,0.484375,4,9349,,,,
0.6928531527519226,0.4375,4,9399,,,,
0.6933728456497192,0.53125,4,9449,,,,
0.6935267448425293,0.5,4,9499,,,,
0.6935819983482361,0.515625,4,9549,,,,
0.6917513608932495,0.5625,4,9599,,,,
0.6911091208457947,0.578125,4,9649,,,,
0.6934152841567993,0.5,4,9699,,,,
0.6933737993240356,0.5,4,9749,,,,
0.6950307488441467,0.421875,4,9799,,,,
0.6932770609855652,0.484375,4,9849,,,,
0.6909143924713135,0.625,4,9899,,,,
0.6931523680686951,0.453125,4,9949,,,,
0.6923756003379822,0.53125,4,9999,,,,
0.6956283450126648,0.40625,4,10049,,,,
0.6888169050216675,0.609375,4,10099,,,,
0.6904329657554626,0.53125,4,10149,,,,
0.6924945116043091,0.53125,4,10199,,,,
0.6922970414161682,0.59375,4,10249,,,,
,,4,10285,0.6932352781295776,0.49526697397232056,,
0.6933079361915588,0.515625,5,10299,,,,
0.6923964023590088,0.5625,5,10349,,,,
0.6917418241500854,0.5625,5,10399,,,,
0.6921301484107971,0.546875,5,10449,,,,
0.6907714605331421,0.625,5,10499,,,,
0.6910378932952881,0.59375,5,10549,,,,
0.6937875747680664,0.5,5,10599,,,,
0.6917133331298828,0.59375,5,10649,,,,
0.6941624879837036,0.421875,5,10699,,,,
0.6949064135551453,0.453125,5,10749,,,,
0.6943443417549133,0.46875,5,10799,,,,
0.6951838731765747,0.40625,5,10849,,,,
0.6934887170791626,0.484375,5,10899,,,,
0.6943961977958679,0.421875,5,10949,,,,
0.6934227347373962,0.546875,5,10999,,,,
0.6923007369041443,0.515625,5,11049,,,,
0.6911812424659729,0.53125,5,11099,,,,
0.6944992542266846,0.40625,5,11149,,,,
0.6944233775138855,0.53125,5,11199,,,,
0.6917240619659424,0.578125,5,11249,,,,
0.6932280659675598,0.515625,5,11299,,,,
0.6918087601661682,0.5625,5,11349,,,,
0.696455717086792,0.46875,5,11399,,,,
0.6922630667686462,0.546875,5,11449,,,,
0.6936212182044983,0.484375,5,11499,,,,
0.6924699544906616,0.515625,5,11549,,,,
0.6933844685554504,0.5,5,11599,,,,
0.6934828162193298,0.484375,5,11649,,,,
0.6944116353988647,0.453125,5,11699,,,,
0.696361780166626,0.390625,5,11749,,,,
0.6956164240837097,0.390625,5,11799,,,,
0.6940353512763977,0.40625,5,11849,,,,
